qmean7913,CC_Area_km2
2598073.201,1
2223642.448,1
1637227.064,1
4192627.979,1
2218142.445,1
2125931.307,1
2581607.175,1
7760514.031,1
6041537.708,1
2215910.767,1
2786473.573,1
1519057.788,1
6297450.932,1
2140260.888,1
6287166.494,1
2294286.677,1
2054839.414,1
2045580.882,1
2351992.188,1
1414595.258,1
6706849.719,1
4049583.515,1
6347892.858,1
2319938.031,1
2118496.63,1
6414577.058,1
3768470.781,1
1197789.261,1
5842675.773,1
6264437.431,1
6195778.435,1
1332030.448,1
3696892.816,1
6306806.928,1
6091701.204,1
6069061.557,1
3926191.026,1
3969133.069,1
5942617.501,1
1200044.525,1
3931885.25,1
3737392.568,1
6105339.358,1
5907162.385,1
5830760.837,1
1484182.267,1
1700383.718,1
1178645.864,1
4004029.113,1
4012384.897,1
5970405.004,1
1477851.39,1
1469734.514,1
6275051.571,1
6547169.538,1
5427347.82,1
5702266.235,1
5645083.162,1
1993751.719,1
1261716.352,1
1154959.778,1
6158128.325,1
6684475.81,1
3690596.22,1
3769186.343,1
3751486.442,1
5571721.95,1
5624190.641,1
5665534.967,1
27798009.45,1
27747346.91,1
5830446.709,1
5852325.71,1
5661025.945,1
1710580.565,1
1135198.278,1
4094255.426,1
26901878.07,1
5232060.31,1
5257031.817,1
5759579.562,1
3832052.686,1
5273106.78,1
5139266.479,1
5705628.463,1
5389582.22,1
5366129.232,1
5189211.524,1
3819964.963,1
5056981.634,1
5625601.148,1
5341188.088,1
4965914.244,1
5151392.019,1
1369838.141,1
1104806.671,1
6626432.522,1
3861130.739,1
4195592.079,1
5255753.665,1
4635052.265,1
1149612.272,1
4238509.093,1
5340797.417,1
4880691.033,1
4893713.642,1
1987295.54,1
1570626.282,1
5624114.026,1
4350088.021,1
4334730.917,1
4404995.13,1
4858557.31,1
5110666.505,1
1972816.17,1
977164.9125,1
3819532.802,1
3842832.277,1
4249292.538,1
4538329.714,1
4752036.901,1
2325798.837,1
1091956.6,1
4528697.773,1
4767268.103,1
2105218.123,1
1318950.111,1
960455.1946,1
3820022.32,1
4031144.012,1
4240643.221,1
4234845.365,1
4428282.276,1
4435723.747,1
4502606.117,1
1316736.076,1
4335594.155,1
4962196.39,1
1315126.31,1
1525730.598,1
951557.1455,1
3983417.318,1
4279331.841,1
4381149.949,1
4957360.361,1
1314870.964,1
5469195.451,1
3750050.126,1
3946653.068,1
4227147.007,1
4486490.992,1
1313894.756,1
1509600.76,1
3960030.767,1
4158629.801,1
4040731.203,1
3991973.327,1
3982230.872,1
4285953.573,1
4431785.08,1
4278068.885,1
4761099.906,1
1543315.292,1
934818.7582,1
3988248.243,1
3791200.638,1
4005699.869,1
3998908.362,1
4403819.68,1
4625568.178,1
1153970.293,1
1515752.173,1
3918749.825,1
3785136.373,1
3838105.9,1
3919546.038,1
4046818.478,1
3784454.232,1
4279432.813,1
4320074.658,1
4579494.016,1
2059186.676,1
1123185.246,1
930123.3557,1
3779351.779,1
4192554.945,1
4289783.866,1
4264430.111,1
4250156.613,1
4048489.889,1
1147725.855,1
1311378.494,1
1550872.908,1
1511181.71,1
3896602.091,1
3988042.728,1
4180214.564,1
4138761.301,1
4132060.702,1
3998443.532,1
4558186.177,1
4455550.882,1
1744244.589,1
1148238.865,1
945426.0467,1
4690321.739,1
5063386.029,1
3966302.673,1
3889864.009,1
3699474.227,1
4263696.729,1
3931692.259,1
4372726.796,1
3798989.254,1
3801638.34,1
3943122.93,1
4799704.375,1
3953173.827,1
3980606.924,1
3802564.067,1
4314691.633,1
4031737.202,1
4148639.006,1
950999.1084,1
5475430.652,1
3953861.205,1
4182718.08,1
4184682.873,1
4124764.292,1
4332415.819,1
3923646.03,1
3860047.769,1
3873477.449,1
2110100.211,1
932420.2203,1
943350.6118,1
5277993.425,1
4148074.418,1
4196002.573,1
3923985.949,1
4280148.865,1
3933318.529,1
4160918.904,1
4018882.337,1
4142919.779,1
4154275.668,1
4163797.981,1
3856798.484,1
4090868.393,1
3892317.285,1
3637073.891,1
3856035.743,1
4832465.813,1
3438754.123,1
1090309.946,1
4006248.164,1
3839861.793,1
4150277.69,1
4143364.719,1
4096882.482,1
3987319.033,1
4018842.064,1
3676497.081,1
1382711.72,1
4676918.016,1
4798869.439,1
4155067.586,1
3717123.048,1
3703053.43,1
3705696.289,1
1435194.47,1
943445.2264,1
4165138.594,1
4151595.771,1
4021127.274,1
3712707.322,1
1495052.778,1
1421830.661,1
4725322.834,1
4171652.166,1
4184256.847,1
3713774.919,1
3719814.527,1
3921820.282,1
3950204.023,1
3887361.251,1
1412824.585,1
984771.5923,1
4152670.4,1
4177642,1
3963084.594,1
3982817.858,1
3709056.485,1
3731732.569,1
3856583.309,1
3891037.516,1
3294747.465,1
976370.7934,1
4024484.455,1
3943527.431,1
3972282.692,1
3746433.648,1
3929145.813,1
3894082.461,1
5879374.361,1
4025952.451,1
4031923.253,1
4023482.351,1
3974920.302,1
3837704.505,1
4071461.679,1
3904294.489,1
4031224.123,1
3841736.489,1
3895495.012,1
6420957.126,1
3879751.598,1
3771201.5,1
4698373.116,1
3865953.475,1
3966484.115,1
3969540.463,1
3868055.806,1
4026852.132,1
3005706.073,1
3985889.121,1
3959215.534,1
3935240.851,1
3876126.62,1
3962199.744,1
3908032.756,1
3251915.684,1
3022992.53,1
4783890.292,1
4709294.832,1
4532362.84,1
4160380.152,1
4577501.861,1
4253269.609,1
4012192.783,1
3971435.855,1
3840490.713,1
3754328.159,1
3719682.262,1
2882350.403,1
1400351.318,1
5293363.852,1
5169742.015,1
4547185.397,1
4006405.448,1
3896793.391,1
1396595.056,1
1021731.541,1
4539368.272,1
4073207.125,1
4024904.625,1
3982195.251,1
3969253.26,1
3871876.128,1
3925788.749,1
1418162.713,1
4503874.446,1
4193606.345,1
5001372.918,1
3892342.329,1
1426740.602,1
1343813.656,1
3977763.348,1
3725313.33,1
3953304.43,1
3770918.311,1
1057112.038,1
1415288.761,1
802291.9064,1
4131661.233,1
3950569.409,1
3916254.173,1
3902485.519,1
3912602.287,1
3758842.896,1
3733654.747,1
3733600.673,1
3014218.995,1
896284.3511,1
4577688.239,1
3948936.272,1
3908295.353,1
1433741.312,1
3696127.806,1
3926486.916,1
3809041.107,1
1330597.972,1
3685774.324,1
3983724.25,1
3881000.667,1
1532655.144,1
1223435.933,1
3908686.69,1
3878231.159,1
15628400.52,1
1311607.479,1
1238282.163,1
4182037.812,1
3872317.316,1
3891663.297,1
3206829.129,1
1439286.315,1
934126.0621,1
3919909.878,1
3641932.783,1
3824373.066,1
3880094.601,1
3930785.831,1
946342.3025,1
4629385.084,1
4243382.057,1
3747042.132,1
860588.9359,1
4625415.21,1
3861042.222,1
15345877.29,1
1189369.042,1
1109286.587,1
4251534.053,1
3875367.365,1
3882030.214,1
3876663.925,1
3739504.369,1
3832469.975,1
3828042.079,1
1154014.328,1
4141448.002,1
4327977.522,1
3880416.184,1
4243016.907,1
4738327.092,1
3726843.841,1
4487611.273,1
1063982.001,1
3143518.223,1
4713050.869,1
3337940.796,1
4385474.959,1
4526820.917,1
4307111.624,1
4250554.701,1
1218139.792,1
2492125.523,1
3245289.736,1
4028000.838,1
4484046.691,1
4005233.531,1
1163036.13,1
1281869.37,1
1158427.761,1
2263980.085,1
2375505.52,1
2656102.709,1
1261122.017,1
2414312.388,1
2080105.007,1
2892639.217,1
2819747.457,1
1188543.887,1
3156658.196,1
2764211.186,1
2595404.382,1
2453229.237,1
4076111.631,1
1225002.334,1
1830295.367,1
1028713.987,1
1844921.545,1
2115027.603,1
1220983.821,1
1695748.068,1
1594275.314,1
1937143.07,1
1864967.904,1
1968763.52,1
1484512.643,1
2765020.724,1
2485056.66,1
2605440.896,1
1108512.029,1
1218485.215,1
1417497.102,1
960363.1543,1
2120320.407,1
1661397.796,1
3051472.376,1
3042383.395,1
1364648.757,1
1331545.231,1
1449301.38,1
1229644.347,1
1155758.518,1
2959417.482,1
3599611.11,1
1536544.008,1
3238625.519,1
3373486.373,1
3529521.919,1
1256884.039,1
3371607.046,1
3367144.727,1
947706.3713,1
3461673.156,1
1301854.637,1
1257150.928,1
2580164.747,1
3221663.969,1
1070073.511,1
2775572.34,1
1247736.513,1
1205713.296,1
2476929.906,1
2803206.134,1
3075890.015,1
1211443.586,1
1248867.336,1
1053383.31,1
2167953.502,1
2839645.857,1
1101835.344,1
2837777.169,1
1306396.235,1
889554.2212,1
1024005.401,1
2571173.055,1
3226039.778,1
1264300.529,1
1006031.321,1
3419722.011,1
3201445.455,1
1187820.985,1
1336632.624,1
888283.8619,1
1272255.869,1
1299629.071,1
3540268.126,1
3578984.949,1
1150615.707,1
987034.4067,1
1153994.699,1
1396860.817,1
1337112.581,1
1278186.228,1
1199393.649,1
1212280.635,1
2793342.643,1
1158777.277,1
1006550.083,1
1207589.114,1
1126436.676,1
1107677.982,1
975533.5409,1
1034053.339,1
1168886.642,1
944490.5445,1
1351371.743,1
1242259.468,1
999523.1209,1
3497535.496,1
1191625.737,1
1184652.578,1
1103908.872,1
1086266.962,1
1237714.585,1
3134729.419,1
1408546.538,1
1309773.366,1
983178.4782,1
1194486.596,1
952816.1891,1
935232.4443,1
942265.6229,1
865470.8237,1
933906.834,1
1129490.147,1
855819.1008,1
1088695.297,1
709507.6431,1
810883.4072,1
996435.9671,1
685979.2171,1
976959.8289,1
689320.1167,1
665231.3453,1
919000.1338,1
645760.8375,1
802425.8012,1
632144.227,1
630342.2022,1
630526.2913,1
630511.7656,1
793939.4138,1
2849781.086,2
2498585.124,2
1662666.43,2
1861850.856,2
1950506.446,2
2685504.129,2
2672619.786,2
3160360.013,2
3035727.512,2
2292246.937,2
3660575.397,2
5119447.432,2
2668888.211,2
3324119.134,2
2507783.261,2
1989330.162,2
4242072.629,2
2022448,2
2016270.872,2
2781755.596,2
4605041.938,2
2765204.685,2
1786038,2
4025529.678,2
1838421.98,2
1849187.769,2
1919345.98,2
3587471.917,2
1853323.083,2
5611335.719,2
5140118.66,2
1920096.749,2
5454103.406,2
7976405.374,2
6003850.293,2
3966501.458,2
2403842.513,2
4508598.512,2
2411355.437,2
1995446.529,2
3590441.208,2
2049737.558,2
2946047.055,2
1971104.906,2
2103395.434,2
3128188.357,2
3066811.083,2
3018302.217,2
3112433.033,2
3156214.412,2
3330497.577,2
1877070.569,2
2795010.34,2
3127522.418,2
1973978.733,2
2876838.21,2
6772257.737,2
1813943.127,2
2712595.44,2
4153512.877,2
3266628.145,2
2534281.009,2
1760823.473,2
3272969.879,2
5961865.125,2
6061168.492,2
2432545.602,2
2388618.367,2
2896004.984,2
4174031.627,2
2549232.06,2
2308555.152,2
1989469.539,2
3218242.937,2
3766777.732,2
2057285.859,2
2170431.041,2
2718938.193,2
4466090.768,2
3444498.222,2
5517458.155,2
2276953.785,2
2390980.789,2
2566591.142,2
2361030.4,2
2427837.941,2
2906155.389,2
2398033.629,2
5795113.904,2
3812768.605,2
4053882.068,2
6106370.24,2
6131880.363,2
5548961.719,2
4032401.351,2
3095581.315,2
4880352.281,2
5758446.9,2
2907946.682,2
4240761.868,2
5366638.597,2
3640607.125,2
5736169.426,2
5048954.961,2
5565728.132,2
5828535.996,2
3655124.238,2
7172583.53,2
4253762.464,2
7898904.658,2
7478352.543,2
5000406.233,2
3333778.332,2
3476751.934,2
4711499.66,2
3474276.97,2
3717488.187,2
5224050.329,2
2801523.474,2
7861896.975,2
3771009.592,2
2694449.584,2
3449500.408,2
3609337.005,2
2289730.193,2
2691774.726,2
7635649.561,2
5679382.8,2
3848045.898,2
7817506.351,2
6479571.984,2
4756841.887,2
4765558.376,2
4324676.249,2
7632914.047,2
8275464.187,2
8232478.954,2
4963521.916,2
5046722.232,2
4765546.282,2
3876440.258,2
5286697.686,2
3978876.801,2
4525551.802,2
4456536.275,2
4818277.647,2
5305464.346,2
3822947.985,2
2782257.886,2
5130761.939,2
6957976.243,2
8542241.714,2
6619512.989,2
6075233.844,2
6130741.939,2
2587616.252,2
4350505.333,2
3141596.587,2
4484982.853,2
4274705.266,2
4259236.941,2
5513990.398,2
3256093.077,2
3577553.629,2
2288286.419,2
7689179.232,2
4646117.643,2
5046297.701,2
3551578.815,2
4779305.355,2
3243872.256,2
3847957.492,2
5240434.988,2
4760110.518,2
4773541.502,2
4488455.305,2
2136197.913,2
2494088.925,2
4035863.36,2
2683339.518,2
3472756.663,2
4058324.286,2
4973665.691,2
4851290.837,2
2871754.502,2
3483527.512,2
2856416.487,2
7271937.757,2
3795569.771,2
1919485.654,2
2992798.696,2
7594617.786,2
1894410.907,2
3411773.541,2
5955365.473,2
6737340.469,2
4108583.177,2
8364111.191,2
6419363.921,2
6493569.533,2
4123710.358,2
4129528.527,2
6844409.436,2
7177299.578,2
6240728.653,2
7277161.025,2
3935391.868,2
5443451.033,2
5074528.409,2
3126187.988,2
5008610.651,2
2883243.872,2
4413039.643,2
6814957.585,2
1777451.245,2
7823673.088,2
6484187.742,2
5252952.405,2
3283496.332,2
7176981.139,2
5778339.882,2
2483100.75,2
5270652.952,2
8424907.04,2
1775692.519,2
8703241.823,2
6626414.156,2
4236052.255,2
4715810.762,2
6537145.59,2
3487853.866,2
1549060.317,2
3004973.83,2
3259148.929,2
5213253.757,2
5062484.502,2
10655831.57,2
5106612.264,2
6740959.612,2
4029071.109,2
3428109.918,2
1648198.755,2
8193170.2,2
5215191.13,2
10097388.13,2
9936665.112,2
5665412.764,2
2161025.302,2
10686763.01,2
9317226.119,2
9348288.691,2
5962215.298,2
3868794.95,2
8217846.499,2
3249314.873,2
6644515.588,2
5756686.455,2
3766844.279,2
1387501.899,2
5259219.608,2
7859844.74,2
7700121.839,2
8649530.105,2
2863192.723,2
1419948.505,2
2059143.293,2
6884773.956,2
7685407.695,2
4457860.491,2
8101556.291,2
3475607.007,2
1112828.113,2
6606076.922,2
1109390.326,2
4854961.047,2
3570787.693,2
1539199.255,2
1455572.435,2
3922461.984,2
3835727.679,2
6427286.845,2
5695502.926,2
6341876.999,2
6110826.84,2
1425629.594,2
8742580.969,2
6045927.183,2
1291392.184,2
6012342.271,2
2780415.968,2
4004596.711,2
3918350.331,2
4272433.034,2
3109434.755,2
1298598.818,2
6319654.729,2
5687786.966,2
4132852.101,2
4229363.016,2
1940879.613,2
5821752.234,2
6356721.408,2
4160326.269,2
5953864.863,2
3988444.586,2
2629848.815,2
952783.4714,2
3925867.708,2
5843916.878,2
5643818.943,2
930497.0283,2
9254884.493,2
3598603.571,2
5738264.398,2
6653654.407,2
6121382.343,2
5466478.944,2
1410950.886,2
3593229.956,2
5737823.138,2
5748052.313,2
3924281.819,2
1438585.466,2
5747849.694,2
4026117.404,2
5457837.626,2
5675158.824,2
1475972.84,2
4181384.49,2
4653614.154,2
3712137.514,2
5571687.927,2
3886455.289,2
5602520.027,2
5274573.185,2
6210869.817,2
969386.2826,2
4011882.569,2
3654716.396,2
3899161.927,2
1406390.764,2
3852447.702,2
4328801.546,2
6908090.871,2
6023387.694,2
5833941.813,2
3737205.404,2
1236850.66,2
6003680.903,2
5830098.295,2
834699.4495,2
3981069.758,2
3714701.898,2
5000806.096,2
7731736.475,2
4935092.646,2
4255859.209,2
1571735.454,2
4850267.463,2
4617431.748,2
4214343.884,2
858773.6376,2
4497770.351,2
6018601,2
3787193.908,2
5026697.435,2
7406903.692,2
5646493.333,2
3752302.979,2
6116101.365,2
6201431.012,2
3774996.021,2
5358060.948,2
1176129.468,2
4187669.608,2
5593752.451,2
902258.6846,2
3675452.29,2
4061320.228,2
5461424.449,2
1973207.376,2
6307776.561,2
5698952.956,2
3905504.775,2
3919782.097,2
3638971.352,2
11098887.38,2
3823106.128,2
1518072.505,2
1089262.459,2
5802946.142,2
893356.435,2
3824074.666,2
1541913.329,2
843441.5103,2
6791273.784,2
5806579.444,2
3840550.735,2
3672674.077,2
3839775.648,2
2226927.288,2
5935081.019,2
5697481.352,2
4339217.051,2
5437480.551,2
3858485.689,2
2025593.53,2
1053859.486,2
4297446.309,2
1056508.954,2
1710436.95,2
1832862.63,2
2748815.248,2
4676513.788,2
4262656.373,2
3977586.49,2
3020119.741,2
4508712.714,2
1099651.97,2
3591841.734,2
1771711.133,2
1838296.735,2
2146246.831,2
2708519.859,2
1086565.478,2
3331010.506,2
1216717.669,2
3166210.48,2
3533928,2
2584368.878,2
1782195.016,2
1396486.949,2
1748155.738,2
2746303.008,2
3500020.529,2
1185326.917,2
3305933.217,2
982110.0135,2
2511584.278,2
919014.8944,2
1150349.777,2
998671.3858,2
1558375.38,2
4978355.241,2
2791269.324,2
9127532.445,2
2863584.027,2
4466436.884,2
1272900.103,2
1820385.276,2
1195349.165,2
2891677.756,2
2791933.354,2
961874.5082,2
1709398.389,2
3835010.914,2
5042020.603,2
1125044.731,2
1462414.811,2
1439335.568,2
5225369.56,2
1084827.255,2
982882.4752,2
991392.5725,2
4805347.995,2
825213.9318,2
1362881.066,2
1147471.744,2
656319.7503,2
965686.7036,2
1107932.354,2
1064776.844,2
960923.6594,2
994464.6266,2
793781.7182,2
946194.7193,2
935592.9567,2
2862531.935,3
3776902.945,3
3673355.126,3
4023574.052,3
3619117.471,3
2135589.635,3
4272641.519,3
2045261.454,3
1973554.361,3
1927449.296,3
1967262.075,3
2051536.391,3
6134479.267,3
3592286.549,3
