ID,lon,lat,qmean7913,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q00,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,CC_Area_km2,Shape_Length,DL_km,Q_m2_yr,Q_A_norm_m_yr
12,-154.6422304,56.47228841,3729835.216,3853829.883,3501038.707,2932170.106,3431480.864,3772038.426,3565294.185,4086116.113,3762291.537,3666308.573,3286271.497,4036607.144,3954180.229,3557570.474,3032896.038,4534384.083,3580194.962,2897845.94,2785781.967,3890130.953,3376546.014,3610975.927,4352922.891,3462063.35,4085567.584,3333448.092,3920426.333,3615014.022,3127995.109,3990016.519,3746393.774,4189906.781,3462788.067,4139427.105,4733976.301,5270333,4,3000,1667,1243.278405,0.745967043
13,-154.6259772,56.47237401,2849781.086,2960781.038,2663806.683,2275029.588,2617551.284,2864866.325,2742891.597,3120055.815,2886241.88,2794399.674,2539963.925,3082675.141,3031545.928,2784925.514,2334975.771,3420055.644,2755740.292,2207328.3,2116401.354,2968298.323,2582579.422,2750577.349,3293218.093,2608558.147,3125939.391,2550305.498,3008937.916,2781890.938,2393863.403,3019719.89,2866446.086,3157220.388,2662886.589,3156723.383,3635671.625,3980265.8,2,5000,600,569.9562171,0.949927029
15,-154.6261305,56.48133876,2862531.935,2970505.164,2679085.886,2285765.594,2628496.812,2875650.727,2757411.125,3129389.895,2898907.234,2806837.577,2548735.743,3093461.791,3044158.709,2796235.122,2346049.77,3433724.77,2767736.965,2211943.432,2125194.614,2980605.822,2597938.202,2765203.383,3305932.779,2620129.236,3138597.015,2562062.416,3024145.962,2794014.614,2402033.081,3034191.245,2880205.728,3174830.818,2674002.173,3180492.35,3648055.158,4006886.8,3,7000,571,408.9331335,0.715632984
17,-154.5937613,56.49046811,10828472.42,11179027.67,10226090.88,8356439.586,9932193.557,11027021.09,10252822.12,11800036.99,10859017.52,10713107.2,9432592.214,11769717.64,11475924.09,10107797.42,8706764.621,13382570.34,10359965.01,8384080.404,8125091.356,11262035.67,9711869.205,10573413.86,12821320,10187565.31,11819964.99,9655261.181,11398172.97,10310090.52,9101025.817,11622574.17,10814076.1,12320878.26,9966985.921,12078066.76,13750695.25,15512279,11,7000,1714,1546.924631,0.902372702
19,-154.5776413,56.49951178,4535754.92,4692501.799,4283559.341,3513238.976,4142932.465,4601532.384,4304091.207,4932287.241,4546280.743,4489290.111,3972878.682,4924380.831,4807983.958,4280181.216,3650982.242,5573245.167,4355018.434,3493255.837,3395325.585,4710197.967,4070311.431,4438468.539,5355868.007,4251249.399,4946221.106,4037747.813,4789504.376,4336060.66,3821532.588,4866592.353,4537666.773,5129797.737,4182706.66,5073693.713,5776241.36,6468595.5,4,7000,714,647.9649886,0.907150984
21,-154.5615134,56.5085532,7715171.581,7945853.565,7360477.393,5771772.281,7031211.705,7948069.095,7208687.313,8351805.992,7646940.735,7707290.89,6617561.585,8421079.46,8149423.978,6964481.144,6093362.773,9736583.966,7334288.555,5959642.028,5840568.828,8009691.825,6841488.578,7658003.325,9332707.92,7421878.838,8388320.495,6836083.342,8114142.827,7182886.105,6507565.871,8378497.125,7640031.04,8933064.831,7010757.754,8671831.591,9796981.587,11217971,8,7000,1286,1102.167369,0.857241287
24,-154.5453776,56.51759237,2498585.124,2566748.587,2396602.674,1837710.601,2269662.581,2590855.838,2317961.272,2694560.068,2460121.514,2509867.565,2124455.887,2733161.006,2636400.835,2214250.627,1957653.417,3186629.382,2367779.855,1926454.744,1900431.518,2593443.044,2208859.734,2504779.407,3055843,2433047.366,2711109.751,2204893.364,2622114.36,2300026.103,2110725.695,2735738.326,2457874.5,2921135.289,2254261.886,2814335.807,3175568.734,3655415,2,7000,429,356.940732,0.832861708
25,-154.2687203,56.51852645,2116998.155,2218550.002,1968699.873,1748287.421,1898471.18,2075584.887,2028841.028,2295999.28,2170976.869,2053927.53,1906704.025,2264029.434,2233348.157,2177610.49,1742900.225,2458013.898,2065963.783,1600631.779,1548521.72,2177116.471,1906753.308,2015186.036,2374690.288,1894436.964,2322454.909,1899287.832,2250379.375,2082101.201,1810973.124,2228740.57,2127628.923,2287865.605,2002724.302,2440218.136,2790559.011,3026757.8,1,3000,667,705.6660518,1.058499078
32,-154.5292337,56.52662928,1662666.43,1708039.932,1594906.82,1220993.034,1507668.495,1726605.457,1539703.693,1789767.325,1634732.296,1672323.422,1412996.794,1823716.625,1754583.925,1473146.687,1301825.912,2118766.782,1576628.111,1279690.663,1264621.379,1724285.383,1470783.328,1668550.222,2034096.483,1619145.907,1802299.625,1464703.559,1747540.423,1530970.227,1404917.18,1824153.013,1636333.226,1942715.77,1498495.446,1872927.691,2114530.209,2436160,2,5000,600,332.533286,0.554222143
33,-154.5129562,56.52669962,1663631.242,1709546.462,1598221.955,1220151.738,1508760.295,1724392.25,1541881.852,1793029.722,1635672.969,1670818.868,1414453.124,1820206.974,1755772.014,1474413.272,1303727.62,2121291.58,1576387.239,1281257.616,1266024.896,1726151.685,1466627.188,1672223.902,2035016.107,1621415.202,1803206.301,1466176.954,1746617.742,1527746.106,1408483.427,1823689.874,1637967.227,1941417.135,1500256.536,1878473.129,2115901.699,2439712.8,1,4000,500,415.9078104,0.831815621
34,-154.2850645,56.52745367,1861850.856,1911127.19,1762519.664,1416444.912,1693122.808,1885705.488,1694219.532,2009478.349,1891255.632,1858506.335,1585504.532,2027236.176,1941587.515,1723754.516,1476024.856,2329219.356,1783625.92,1416776.977,1404653.203,1925483.817,1621670.56,1832226.591,2221131.825,1783641.213,1992832.311,1646829.024,1954800.726,1696876.163,1608101.157,1994944.029,1932125.382,2115193.406,1729358.989,2130549.571,2453817.445,2714434.8,2,6000,500,310.308476,0.620616952
36,-154.1711158,56.52766919,1833660.782,1902647.392,1743618.151,1374884.765,1628582.427,1844633.799,1634130.599,1958473.243,1858481.421,1830730.778,1562506.552,1977949.727,1885440.782,1721400.072,1443021.909,2285608.98,1768753.46,1369716.068,1383597.223,1866002.06,1557359.803,1800988.693,2196861.629,1746645.701,1968857.106,1606566.157,1927983.134,1630915.223,1612423.105,1962788.937,1907404.288,2072946.975,1703723.734,2182302.782,2527196.904,2732983.8,1,3000,667,611.2202608,0.916830391
37,-154.1548373,56.52769119,3776902.945,3947742.418,3552526.119,2942228.605,3351583.631,3762301.136,3454178.26,4053556.761,3853185.169,3726445.29,3292441.595,4052058.939,3908116.727,3739712.178,3041888.54,4527059.332,3698070.019,2800056.75,2809728.711,3826114.134,3278885.911,3657057.711,4376239.765,3470223.501,4103241.156,3332134.379,4002169.501,3505163.265,3281378.78,3977232.42,3853918.72,4162105.923,3573116.491,4482067.629,5214132.099,5583541.5,3,5000,800,755.380589,0.944225736
48,-154.3013428,56.52741409,1792286.136,1836812.303,1704767.048,1350112.539,1632617.45,1827480.104,1634929.811,1930744.722,1810504.341,1791410.728,1528366.069,1949547.183,1875651.673,1645126.376,1420444.173,2246045.884,1717861.001,1370763.421,1359002.029,1859543.505,1563368.802,1773105.726,2144324.124,1724480.496,1925284.764,1580231.868,1881976.947,1645961.767,1540428.572,1932529.409,1849829.811,2030261.127,1647004.458,2044968.247,2350834.288,2603694,1,7000,286,256.0408766,0.896143068
49,-154.1385928,56.53667554,5305428.749,5536025.479,5078241.468,3915733.672,4702181.292,5345873.165,4734918.766,5630319.743,5355181.278,5314656.107,4527471.904,5712536.116,5460937.698,4927951.028,4185797.484,6622328.301,5127763.687,3970550.773,4023696.831,5393717.577,4503418.376,5232685.967,6394545.554,5069558.44,5722957.701,4652853.903,5565463.812,4699127.681,4640273.586,5688368.288,5432179.159,6011248.535,4916997.85,6341400.736,7308736.763,7944307.5,5,6000,1000,884.2381249,0.884238125
50,-154.1223103,56.53669315,1950506.446,2052073.589,1818387.926,1569998.921,1723673.667,1928307.777,1811872.189,2102417.502,1999750.613,1908195.635,1735650.248,2078604.672,2021002.166,2032720.391,1602264.668,2247587.128,1928133.756,1435631.799,1430786.772,1961288.117,1723359.871,1850376.848,2187745.543,1727303.417,2147604.156,1723612.491,2086395.853,1873278.231,1680526.359,2024635.404,1960221.888,2092158.444,1878867.056,2322443.805,2724749.912,2876098.8,2,10000,300,195.0506446,0.650168815
52,-154.3176989,56.53633678,3673355.126,3754602.032,3485448.348,2811136.544,3344090.9,3743370.872,3378012.789,3947271.561,3742506.71,3667250.95,3158459.632,3979006.877,3855735.017,3413797.561,2923444.553,4582278.083,3527687.701,2804727.713,2791117.653,3802278.462,3215444.987,3624259.053,4368897.926,3515084.381,3937026.71,3247826.873,3878133.635,3385571.718,3148106.338,3928030.285,3825352.903,4142099.383,3371813.547,4154425.376,4838764.328,5274368,3,5000,800,734.6710251,0.918338781
53,-154.1223403,56.54565761,10606271.21,11063437.27,10021806.98,8090291.559,9382325.317,10595438.03,9571524.967,11283421.63,10829551.15,10484897.27,9138695.201,11528682.47,10923447.83,10137502.07,8409152.478,13097408.8,10290440.66,7878076.824,7913408.862,10681703.24,9100041.712,10424509.53,12537707.35,9922901.653,11444447.52,9335200.721,11094123.82,9576105.28,9334614.375,11265280.71,10826187.13,11990432.18,9914882.737,12651976.65,14575539.49,15904329,12,13000,1000,815.8670163,0.815867016
57,-154.5294933,56.54455778,11788977.23,12099608.71,11291103.19,8720824.589,10742979.31,12184776.05,10930668.91,12721298.12,11668172.68,11821351.54,10033591.5,12895548.01,12429623.71,10476479.81,9254091.783,15007581.53,11171778.55,9109908.406,8968517.059,12251709.34,10405369.86,11759568.16,14373979.5,11451710.86,12785792.83,10420640.55,12376968.32,10884475.42,9965033.937,12854326.24,11698499.25,13751179.23,10652498.78,13259229.6,14978939.74,17216378,14,4000,3750,2947.244308,0.785931815
58,-154.3177768,56.54530116,2685504.129,2748788.128,2556277.396,2030839.133,2453830.296,2739722.766,2453375.556,2886764.552,2718513.057,2689307.762,2291547.95,2918499.109,2807935.564,2455441.228,2135696.983,3363428.214,2571150.649,2058226.157,2042831.358,2791457.331,2348142.499,2661373.765,3215573.999,2584804.827,2887929.802,2372399.773,2820777.622,2473799.452,2310496.646,2885648.187,2760651.182,3042331.559,2466958.269,3049544.967,3507279.566,3891299.2,2,3000,1000,895.1680429,0.895168043
63,-154.3178547,56.55426545,2672619.786,2739126.661,2545479.379,2017606.754,2441815.22,2723339.849,2440402.607,2870804.827,2703410.882,2678601.339,2280555.301,2910081.506,2798520.525,2443136.492,2125593.535,3345007.617,2557704.68,2047290.764,2033469.145,2777939.033,2342892.351,2641627.269,3197107.861,2571664.093,2875791.328,2363601.721,2808893.651,2452379.255,2296493.383,2874836.895,2750142.157,3030112.165,2454894.136,3035794.639,3491984.283,3873591.2,2,5000,600,534.5239572,0.890873262
64,-154.1061058,56.56360167,6476265.137,6772673.22,6173400.118,4816102.537,5703620.564,6500304.715,5771555.841,6851369.492,6567412.852,6443577.853,5538612.271,7014311.557,6648944.766,6045316.007,5092700.901,8116426.568,6259768.788,4807731.123,4870890.936,6525309.502,5498686.161,6407444.296,7778717.805,6156575.124,6978453.696,5671622.432,6745473.886,5732890.136,5707900.636,6927702.412,6602347.97,7396846.198,6017494.487,7797598.154,8950707.807,9778789,13,6000,2333,1079.377523,0.462590367
68,-154.3342269,56.56318562,1994254.719,2094389.091,1856387.428,1629544.989,1803465.96,1968146.549,1919681.772,2173145.349,2035749.366,1945486.981,1803525.55,2147292.96,2123663.04,2025456.199,1641450.158,2326313.026,1955585.036,1512847.592,1462247.773,2060955.625,1801710.125,1916011.236,2251849.551,1780339.924,2189459.028,1788739.065,2132049.835,1969340,1687178.294,2079881.877,2020532.884,2152642.454,1885366.274,2239703.521,2603769.864,2815006.8,1,7000,286,284.8935313,0.99712736
75,-154.3995011,56.57195161,1674396.037,1731433.685,1610709.582,1233587.008,1523536.284,1726771.449,1544547.761,1799076.946,1657221.644,1681793.503,1426115.611,1834670.45,1767266.763,1487453.547,1315176.434,2131751.926,1586721.442,1284023.528,1270115.29,1730843.356,1471573.11,1671906.981,2047577.811,1630329.154,1817231.82,1471174.438,1755914.651,1536790.868,1418127.96,1828008.887,1661839.886,1961995.82,1505504.763,1891834.959,2126753.982,2464480,1,8000,250,209.2995046,0.837198019
76,-154.3832031,56.57200444,2050518.907,2153989.653,1918593.753,1686700.379,1867950.61,2016693.254,1984837.438,2219558.635,2103373.764,2008390.627,1856964.316,2210919.125,2193385.324,2099289.196,1705776.45,2386361.793,2012125.502,1574164.491,1498996.294,2138364.979,1853417.296,1976943.135,2308422.555,1825753.282,2251021.971,1855978.789,2190256.176,2030310.468,1735062.463,2151767.205,2070867.208,2215260.446,1937952.922,2271253.307,2620308.929,2837150,1,5000,400,410.1037813,1.025259453
86,-154.4159011,56.58086053,1670360.022,1723637.746,1607798.078,1231733.681,1521374.509,1719575.845,1541417.099,1795888.13,1653229.073,1680526.988,1423787.855,1831752.706,1762080.343,1484629.73,1314293.381,2127530.029,1583173.636,1281599.778,1267186.824,1727082.005,1466000.427,1668152.835,2042468.123,1626839.933,1814259.908,1472226.06,1752521.516,1538476.384,1414759.96,1826219.7,1658739.575,1953085.479,1497697.707,1887481.868,2121824.369,2443549.5,1,6000,333,278.3933371,0.835180011
87,-154.3180888,56.58115774,2169689.057,2279559.366,2036536.764,1778051.232,1973865.645,2114275.75,2087949.567,2344853.453,2229520.872,2123996.936,1956959.221,2331915.631,2295469.44,2227773.953,1803381.655,2518705.616,2131791.635,1659025.133,1578764.716,2270619.489,1956921.187,2082075.478,2425868.83,1925274.99,2381279.823,1973586.2,2308543.71,2140115.334,1841908.025,2279495.581,2178828.083,2349468.276,2067456.4,2446826.303,2799596.196,3038856.5,1,6000,333,361.6148428,1.084844528
88,-154.0898554,56.58154318,4611066.832,4841468.906,4401092.23,3458845.973,4070452.618,4611027.793,4099401.201,4863877.042,4698295.795,4603104.429,3943186.896,5008988.94,4733039.561,4341595.16,3638939.197,5772371.072,4451626.068,3408492.322,3448054.468,4653989.526,3892202.001,4558555.263,5538633.243,4396120.101,4965849.221,4053314.297,4834025.939,4092896.831,4072533.142,4915366.513,4751449.719,5225387.965,4246347.57,5527622.785,6362100.823,6907084.5,10,3000,3667,1537.022277,0.419187894
91,-154.3995992,56.58091556,2052833.194,2155454.614,1921527.746,1686402.992,1871331.75,2018377.013,1991225.222,2228000.636,2106683.912,2010834.289,1859072.528,2214037.278,2195353.821,2101036.718,1708156.826,2390267.426,2015468.231,1576377.451,1500199.096,2141633.516,1855253.885,1984477.551,2313372.18,1828011.336,2254378.424,1859119.673,2193610.19,2038309.569,1737033.487,2147967.677,2074211.144,2223129.778,1938589.326,2269602.287,2618595.016,2822059.2,1,8000,250,256.6041492,1.026416597
105,-154.1878547,56.61728616,4926614.706,5142244.5,4669087.677,3828747.62,4451772.294,4899032.827,4438359.477,5224898.848,5088960.255,4893286.498,4221599.195,5428688.642,5117342.352,4682698.903,3916294.907,6171772.247,4733609.782,3671514.661,3675331.283,5035979.544,4209353.226,4871344.809,5832569.446,4679813.616,5256772.087,4392357.75,5140737.729,4435515.085,4366148.659,5209554.595,5094325.614,5592062.504,4559430.926,5742897.989,6533426.153,7223983,4,6000,833,821.102451,0.985322941
106,-154.1715363,56.61731042,4023574.052,4243584.569,3817559.71,3219503.891,3610625.392,3959555.515,3695211.654,4277893.03,4164561.939,3971057.114,3525246.838,4372099.001,4192292.539,4021164.575,3269851.678,4830439.975,3906679.863,2984544.1,2955148.311,4119891.857,3487508.39,3908424.641,4644255.578,3720568.312,4377207.462,3591444.596,4277656.849,3760618.353,3529549.438,4243153.169,4145927.907,4441631.612,3732817.139,4665305.431,5347463.387,5814648,3,3000,1333,1341.191351,1.005893513
107,-154.1552178,56.61733247,13233982.1,13830139.3,12561215.45,10301520.14,11912280.31,13130479.34,11911093.35,14042914.22,13713891.7,13096118.33,11401777.43,14495861.42,13721368.6,12620738.6,10613422.54,16356102.65,12826461.24,9872381.704,9809450.706,13485875.31,11334464.75,13028420.53,15569104.98,12423663.04,14213897.99,11797528.19,13810913.58,11930475.5,11745316.19,13991450.1,13456847.73,15004748.86,12334644.99,15549093.34,17680845.52,19614866,12,3000,4333,4411.327368,1.017998623
108,-154.1388993,56.61735232,3619117.471,3808332.876,3489445.32,2702369.226,3242707.941,3615629.413,3217670.818,3790026.235,3666530.268,3636564.536,3088315.916,3941464.003,3740329.119,3291078.529,2876294.219,4596915.977,3490612.291,2691949.921,2702339.739,3680023.85,3057435.472,3591102.189,4385561.323,3483029.97,3917164.109,3220435.659,3784382.109,3202763.967,3186347.471,3879014.244,3617697.947,4201174.818,3285304.737,4289268.747,4820650.02,5479178.5,3,6000,667,603.1862451,0.904779368
110,-154.0573207,56.62638216,1973917.527,2090315.195,1851686.115,1605186.608,1748272.676,1939711.042,1839957.523,2117489.161,2042849.605,1931972.196,1761528.303,2127617.694,2062833.879,2066470.581,1623303.87,2278284.048,1943816.65,1450336.183,1438759.174,2015822.449,1733108.172,1879626.898,2214561.166,1751597.28,2181892.829,1760591.683,2118259.27,1899491.771,1708281.673,2050777.346,1995379.74,2113632.943,1860535.447,2311045.591,2699048.476,2873070.2,1,6000,333,328.9862545,0.986958763
113,-154.2042234,56.62622331,2188915.339,2327615.313,2073631.739,1805554.937,1962005.208,2132515.174,2057206.64,2338404.635,2274132.773,2137868.966,1959668.403,2366460.278,2279625.141,2259570.308,1810381.192,2540390.358,2138678.208,1626262.525,1580002.563,2245736.263,1945934.568,2092426.837,2453989.736,1963047.886,2419237.008,1968787.755,2348814.114,2122136.326,1915700.693,2302433.996,2233784.786,2379722.427,2038175.559,2538342.036,2867352.319,3106440.2,1,5000,400,437.7830678,1.09445767
114,-154.1226109,56.62633359,3160360.013,3351129.711,2990129.657,2578313.412,2815342.742,3081133.393,2962547.806,3378225.987,3281174.42,3096786.084,2818184.185,3409805.979,3297811.784,3278065.706,2617631.975,3642981.264,3104949.321,2340978.405,2293234.492,3247909.856,2792178.54,3016193.335,3547219.168,2812760.043,3495918.147,2840800.89,3392541.878,3052120.666,2736184.715,3314642.857,3188709.065,3415267.228,2968742.938,3674912.161,4234846.655,4543226,2,5000,600,632.0720027,1.053453338
115,-154.0736433,56.62637333,1976724.766,2097822.41,1856547.935,1610235.515,1752912.947,1941711.678,1846680.86,2123791.022,2046192.98,1934577.109,1759560.886,2133222.652,2066949.733,2066531.941,1626014.229,2284676.195,1947128.417,1449046.425,1438898.27,2021894.085,1735538.666,1884896.79,2217861.046,1755219.775,2185251.758,1763386.35,2122493.788,1901825.234,1709173.359,2052975.725,1995219.903,2115912.614,1862860.548,2312570.536,2695266.22,2870519.2,1,8000,250,247.0905957,0.988362383
121,-154.0736614,56.63533687,1984403.617,2103661.999,1864937.321,1615214.344,1760754.252,1944214.704,1856254.733,2129674.942,2058667.801,1941125.491,1771714.824,2142315.407,2075379.399,2072408.46,1639657.252,2288897.346,1956689.397,1459527.436,1441608.299,2028405.294,1741638.061,1889345.894,2228620.103,1760067.688,2195329.351,1771617.978,2133601.689,1909128.843,1714558.321,2079861.385,2013865.625,2127078.509,1860326.946,2310781.752,2693190.555,2874005.2,1,6000,333,330.7339362,0.992201809
164,-154.0247485,56.73394986,3035727.512,3251164.729,2915825.336,2521279.239,2743632.513,2949575.198,2782170.219,3209102.981,3215094.437,2994039.295,2719346.833,3355141.737,3175590.317,3101711.313,2510469.431,3622780.094,2949972.161,2258078.627,2186245.897,3097057.56,2625747.268,2934939.287,3473649.469,2778805.26,3351482.591,2739541.865,3252252.624,2894923.429,2671035.446,3222188.822,3171706.188,3335348.557,2708475.966,3432841.268,3879761.479,4219485.5,2,3000,1000,1011.909171,1.011909171
191,-154.008388,56.77876353,5852394.024,6310175.194,5753363.533,4852676.498,5444965.129,5618696.191,5165272.84,5905867.96,6405428.022,5933821.277,5121503.069,6813826.277,6181371.627,5570642.352,4834223.259,7420813.837,5612126.183,4265381.464,4209031.87,6063661.244,4965860.462,5876421.082,7016124.609,5704820.568,6350200.819,5341523.954,6046125.483,5305277.75,5288104.377,6389553.415,6155405.114,6886704.609,4725428.359,6389261.257,6954561.647,7955569.5,5,2000,3000,2926.197012,0.975399004
360,-154.2713133,56.86807783,2276229.859,2445023.492,2247785.989,2037651.681,2140420.186,2149321.999,2138078.436,2378362.502,2480557.798,2214537.777,2127451.907,2644669.325,2440425.655,2385503.756,1914554.105,2716160.211,2168524.439,1740949.771,1585147.868,2381659.661,2024957.129,2217884.205,2551444.284,2092284.674,2559955.724,2099620.637,2488351.819,2290950.875,2007437.613,2423570.837,2471124.958,2510605.152,1871677.419,2358609.836,2556017.357,2806766,1,4000,500,569.0574648,1.13811493
372,-154.2385095,56.8771077,2245641.912,2418076.744,2219441.75,2010691.158,2111511.654,2110398.415,2111904.454,2347251.739,2438079.693,2188041.98,2098778.888,2608452.188,2408317.043,2357305.22,1894437.523,2678136.304,2147369.528,1713372.921,1560076.571,2357999.576,1999643.025,2197372.431,2516135.178,2068346.819,2526480.335,2070956.032,2459019.068,2259003.246,1987187.572,2392015.807,2436026.562,2478953.648,1835247.4,2317347.284,2512443.159,2761646,1,8000,250,280.705239,1.122820956
373,-154.222074,56.87713877,2269483.161,2449942.439,2259105.625,2020646.432,2119521.868,2171698.396,2133215.596,2363562.113,2478390.866,2233898.953,2101089.353,2636430.906,2429636.571,2391035.842,1919812.321,2679011.14,2188021.711,1720142.392,1592581.199,2381071.473,2018682.001,2218961.377,2550086.742,2083106.819,2562195.251,2095184.416,2479372.505,2281077.932,2015390.198,2406488.898,2463295.81,2526344.035,1822516.281,2343380.915,2530006.074,2767006.2,1,4000,500,567.3707904,1.134741581
460,-154.2388642,56.93087241,2135589.635,2308766.128,2072341.995,1898630.975,2040890.681,1971623.196,1933931.075,2138859.359,2398287.816,2155306.538,1960256.134,2556654.382,2276134.44,2121403.983,1808353.995,2729716.007,2017007.828,1561988.98,1484158.835,2281961.203,1843600.599,2112138.33,2521520.199,2075488.416,2319862.153,1968110.196,2230293.412,2037345.954,1914139.909,2378900.148,2370969.054,2415078.541,1675505.382,2182410.681,2399836.211,2584164.5,3,4000,1000,533.8974088,0.533897409
472,-154.2718514,56.93976397,2935366.996,3214210.686,2869964.776,2563588.479,2804282.916,2711098.203,2616101.625,2938861.455,3269407.238,2978133.748,2591155.084,3537640.17,3165511.247,2796417.005,2445261.09,3839814.485,2774008.144,2120949.847,2028539.94,3101416.417,2546573.148,2912450.943,3521149.687,2897569.433,3198297.591,2729049.731,3062856.12,2770661.325,2623582.462,3292064.725,3155803.448,3418890.622,2258591.604,3031569.653,3264405.031,3687966.8,4,6000,833,489.2278327,0.587073399
489,-154.3047792,56.93968617,4272641.519,4622575.149,4201064.881,3813304.842,4070861.184,3975236.914,3922465.528,4376113.092,4728940.427,4245066.896,3950773.553,5071977.163,4573356.498,4324742.314,3590706.433,5326793.756,4062349.826,3180140.894,2949856.604,4512369.152,3773727.024,4203739.731,4955936.337,4037851.316,4752800.362,3958110.115,4590099.811,4195192.586,3773341.726,4678421.691,4654010.698,4806541.944,3365130.676,4337157.224,4699979.826,5261717,3,5000,800,854.5283038,1.06816038
507,-154.3048548,56.94864653,2025229.379,2194529.955,1953573.762,1807271.53,1946617.553,1868536.658,1826615.883,2023645.473,2264541.977,2046615.054,1861875.114,2425259.461,2158235.622,1996839.637,1711111.597,2639679.173,1906846.875,1478421.138,1399378.729,2140587.007,1759019.356,2011492.137,2416007.553,1980796.128,2194309.163,1863762.041,2141199.044,1931000.489,1782505.917,2241614.847,2227418.282,2298919.879,1585115.34,2059374.387,2259119.299,2481192.2,1,6000,333,337.5382298,1.012614689
508,-154.2225698,56.95778474,2283530.48,2443043.394,2180059.791,2033773.743,2159680.433,2110108.217,2052354.756,2274781.375,2583961.446,2276447.369,2086607.739,2779494.694,2420473.799,2320505.487,1903361.944,2901165.275,2170294.095,1654292.374,1556004.6,2449267.143,1976217.32,2273687.245,2676679.006,2253352.616,2463551.511,2107622.548,2347508.99,2194949.986,2070636.122,2575788.792,2561782.166,2632707.325,1781985.859,2306220.892,2557829.732,2787369,4,3000,1667,761.1768265,0.456706096
527,-132.4899583,54.97421781,7895826.741,7817148.299,8580263.736,7225233.117,6977722.878,7653420.293,7185261.512,5811862.178,7523247.105,8444686.57,6014955.311,6791083.589,7328652.72,8888856.357,7474058.633,7145957.826,6370755.253,6600849.184,7008753.888,7461704.547,7803140.665,8451397.258,8129906.807,7652425.311,7772880.842,7617193.801,7147534.419,7415313.336,7885671.054,8297992.581,7036026.462,8131068.651,10483745.32,13415688.19,10167771.25,10641707,5,4000,1500,1973.956685,1.315971124
535,-154.3379582,56.96648025,2292246.937,2452136.986,2266032.585,2078248.856,2167662.754,2132232.928,2150314.836,2394976.057,2515837.334,2228975.237,2179844.613,2690177.592,2451934.064,2390723.495,1933096.374,2791792.425,2180489.731,1746066.734,1568748.403,2422020.119,2054993.745,2237872.904,2570474.068,2103519.911,2601513.261,2135542.135,2517196.21,2340952.088,2004045.449,2461138.641,2507132.007,2524380.791,1845028.139,2288124.717,2466481.61,2828936,2,13000,231,176.3266875,0.764082312
537,-153.8107614,56.95784094,3660575.397,3971738.3,3552855.485,3226091.486,3396524.875,3352256.231,3241799.807,3611732.91,4203670.83,3743458.037,3307774.17,4385036.824,3910753.021,3652723.628,3135374.522,4450062.96,3549976.906,2674711.461,2573312.136,3886761.072,3149885.026,3666803.847,4215330.498,3510095.787,3898757.35,3438501.424,3700241.39,3432246.425,3413777.149,4058778.763,3991399.446,4315418.355,2884829.265,3793010.671,4009948.32,4814500.5,2,3000,1000,1220.191799,1.220191799
556,-154.3215619,56.97548483,8078480.582,8771203.632,7868468.418,7180126.18,7744099.639,7431010.036,7274143.491,8199021.984,8952123.791,8073312.666,7320336.925,9692308.671,8712804.845,7879260.192,6719857.664,10471243.6,7590769.007,5909159.863,5513943.947,8573858.526,7123672.207,7977394.829,9561972.197,7828421.636,8890503.051,7515329.577,8590318.718,7806089.808,7110284.032,8990574.617,8731659.149,9225084.709,6233473.016,8181779.584,8802642.175,10300568,7,13000,615,621.4215832,1.009810073
557,-154.3049304,56.95760681,2285253.831,2452550.629,2270121.461,2069610.848,2166331.569,2138514.357,2147053.922,2389230.974,2507946.035,2232141.224,2157163.565,2681686.547,2446607.045,2396697.426,1924658.505,2744308.942,2184270.942,1738725.538,1574340.879,2408036.021,2050074.685,2232917.026,2569369.766,2090671.073,2588987.275,2125024.058,2504458.964,2311224.52,2000680.425,2460193.63,2500231.238,2525649.374,1818720.739,2299241.587,2476740.476,2799702.8,1,12000,167,190.4378192,1.142626915
558,-154.2884583,56.95764684,2306608.025,2469602.085,2287804.135,2081759.02,2177250.582,2162039.696,2167564.658,2408067.894,2527271.458,2251163.969,2172069.564,2709086.044,2471648.27,2407059.355,1949262.462,2774789.393,2207400.899,1763255.58,1586094.669,2431406.256,2058012.639,2248445.484,2592684.125,2104550.106,2616396.893,2153958.724,2521385.692,2337608.151,2042089.058,2477452.058,2516420.333,2549955.924,1857390.198,2328171.454,2497522.561,2824641.5,1,3000,667,768.8693418,1.153304013
559,-154.2719863,56.95768465,2310043.765,2472167.131,2294725.847,2078744.56,2176495.973,2164492.428,2174569.791,2408942.972,2530440.548,2256313.628,2172436.933,2710166.952,2470453.223,2412897.579,1957260.322,2770882.089,2220807.446,1763292.718,1593425.492,2445252.741,2059329.655,2248976.834,2602169.113,2114160.122,2620482.853,2155995.88,2520357.062,2340467.546,2049169.852,2481499.307,2520665.549,2555451.323,1858440.047,2332970.027,2504859.231,2812769,1,8000,250,288.7554706,1.155021882
