ID,lon,lat,qmean7913,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q00,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,CC_Area_km2,Shape_Length,DL_km,Q_m2_yr,Q_A_norm_m_yr
11327,-151.9492616,60.43226309,1109390.326,1821978.31,1381902.656,634130.603,903413.3248,909041.6168,851910.4301,823283.0311,1116668.724,1148285.229,685682.035,1256355.522,897043.4123,986097.1456,798635.7524,1243045.643,928771.9713,526092.0713,510512.1754,977233.9241,796017.4972,1047151.086,1483831.026,848736.8735,1821390.293,1110582.168,1213972.077,957108.8786,910771.8579,1308905.25,764819.5669,1021726.591,951503.792,1778330.203,2044724.863,2369005.8,2,12000,250,92.44919381,0.369796775
11328,-151.2571838,60.42000371,977164.9125,1399951.354,1028794.037,673441.0415,724436.8272,810198.8447,876063.2453,622539.1618,980473.6979,1031157.612,631178.071,1066736.844,752917.7891,1015255.423,695062.2081,968924.9214,884338.0955,594505.5966,643578.1888,901831.2545,856290.4893,1132541.634,1201753.85,792655.8076,1333407.005,1043798.528,1065254.645,962188.9546,774282.8521,1058253.158,751253.5112,991964.7633,950068.2796,1600142.165,1799801.081,1585731,1,3000,667,325.7216375,0.488582456
11337,-143.9981033,60.08403791,3819532.802,3984124.543,4268910.456,2822452.271,3265260.238,2888513.667,3197555.409,3188769.155,3832512.804,4489499.993,2968039.358,3814978.604,3084780.033,3971419.688,3203633.951,3841278.653,3423629.93,2887719.832,2919498.527,3748648.943,3092188.917,4265529.751,4387358.943,3131192.613,3573606.555,2853818.551,3923924.339,4312590.544,3357207.644,3856618.656,3563721.05,3457294.581,4030654.306,7052146.617,6397931.452,6626637.5,1,7000,286,545.6475432,1.909766401
11338,-143.9651591,60.07251034,3842832.277,3997895.847,4287677.041,2839998.847,3284178.528,2897395.116,3213961.335,3204088.267,3834228.537,4516409.959,2976503.872,3831088.949,3089945.739,3990748.031,3214728.295,3853128.786,3437379.959,2890921.442,2938533.659,3770371.531,3100567.518,4285041.556,4400738.895,3150515.641,3579131.838,2839637.729,3936355.39,4338662.347,3378664.039,3881587.864,3581511.638,3471501.934,4082424.807,7146893.24,6484595.026,6772116.5,1,7000,286,548.9760396,1.921416139
11339,-143.64178,60.05673211,9671308.399,10336038.06,11339635.69,7325758.179,8361368.731,7678930.459,8343804.066,7920393.479,9957671.774,12150019.03,7583077.337,9818445.992,7901169.511,10736126.23,8427979.151,10023269.58,9050149.922,7649083.826,7563568.979,9877898.859,8385653.093,11218453.34,11346720.31,7883144.94,9161651.525,7359500.071,10218824.09,11187963.71,8890276.698,9781949.586,9127901.954,9164302.768,9220558.063,14708797.59,13453974.4,15341733,5,8000,750,1208.91355,1.611884733
11340,-143.5705868,60.0511572,4249292.538,4567819.928,4918175.889,3403806.498,3680828.948,3338090.533,3675263.392,3595699.004,4341312.535,5302767.7,3378611.358,4334425.002,3701936.712,4734314.484,3622674.123,4387615.559,4025071.924,3489142.064,3494861.304,4536607.626,3524232.03,4844489.078,4783260.551,3563187.496,4060075.311,3262193.779,4411818.787,4906313.382,3843699.874,4359973.238,4055883.116,4117925.185,3960606.505,6216878.979,5453414.421,6832262.5,1,5000,400,849.8585075,2.124646269
11341,-141.2180781,59.84434952,4538329.714,4917320.733,5532589.942,3521145.186,3748230.52,3525813.411,4233512.945,4208909.011,4539563.08,5629775.628,3645232.1,4749784.144,4045385.548,5782686.397,3908242.787,4757610.27,4514236.298,3917479.179,3656188.749,5206376.457,3490146.041,4974192.642,5618616.615,3812654.759,3991820.944,3883860.115,4849880.581,5210151.782,4178216.971,4466573.578,4144827.914,4587975.489,4072051.489,5663775.737,4334990.456,7521722.5,1,8000,250,567.2912143,2.269164857
11342,-141.1477964,59.83748908,8524378.769,9381758.307,10339805.59,6327302.399,6812543.996,6559941.757,8015195.469,7618903.098,8590879.104,10805729.41,6993570.062,8603554.543,7405813.955,11053839.47,7514752.05,9020118.662,8449819.811,7093917.133,6599892.893,9298778.707,6921822.718,9514678.503,10804706.12,7073990.747,7165818.566,7407010.539,8972563.01,9820686.511,8295052.257,8299295.19,7670715.642,8700528.321,7582804.5,10985651.48,8086213.4,14565603,5,5000,1200,1704.875754,1.420729795
11344,-141.0424285,59.82712875,6441261.839,7046293.571,7811266.625,4789168.728,5126497.778,4937732.3,6017702.075,5781914.317,6419930.414,8117570.113,5276775.58,6538431.082,5593483.849,8329503.562,5660331.888,6742815.073,6337258.127,5392885.465,4997066.518,6981591.766,5207473.095,7190352.89,8145887.78,5345042.957,5417475.984,5576538.371,6820918.156,7438981.677,6231256.883,6321658.89,5874029.216,6554986.932,5818554.282,8356017.484,6290714.946,10956056,3,4000,1000,1610.31546,1.61031546
11345,-140.1881222,59.73065053,11664822.68,12483340.39,13357077.1,8164195.898,8669620.824,8704686.399,10750258.06,10088948.5,11204237.09,14333840.34,9617533.047,11999152.43,11300241.86,15314788.6,9928113.549,12031676.92,10696999.37,9880545.384,8693092.752,11558875.49,8804393.058,13288782.48,14801425.17,9688001.63,9960439.367,10286376.4,12918406.08,13538038.4,11792252.43,11193231.09,11377653.92,11060157.86,11479583.66,17714057.53,13931362.54,17657408,7,6000,1333,1944.137113,1.458102834
11346,-139.526098,59.65882747,4854961.047,4956384.32,5120909.616,3244832.543,3580175.122,3583862.088,4406652.815,4177758.481,4516668.194,6093067.49,4033108.734,5118845.45,5057987.252,6255863.353,4073232.728,5038108.53,4404874.018,3957428.425,3661254.642,4500235.061,3595175.153,5700478.172,6033386.61,4214099.515,4079018.354,4271554.559,5779503.06,5420728.514,4745965.848,4718476.888,4999530.018,4271307.089,4674806.667,7557899.584,6218827.745,7861630,2,5000,600,970.9922094,1.618320349
11347,-139.2829221,59.6315328,4752036.901,4746205.93,4875948.228,3127853.646,3488785.971,3512016.778,4366745.795,4111998.007,4434017.846,6042140.818,4011991.331,4963611.092,4951688.427,6080426.965,3950686.606,4998766.627,4242777.141,3788435.782,3569125.896,4362282.383,3578895.898,5645360.531,5900241.754,4213303.315,3890387.156,4193435.143,5737610.115,5192237.054,4574693.193,4564912.766,4864970.091,4163994.383,4656958.157,7727075.172,6338680.042,7453031.5,1,5000,400,950.4073802,2.376018451
11350,-135.3876306,59.1163016,3570787.693,3971409.805,4286674.752,2870813.811,3172040.343,2958399.104,3482868.094,3763956.336,3553682.983,4623135.277,2905413.671,3613320.695,3696536.649,4619380.4,3480651.775,3815064.195,3434977.685,2999786.206,2950800.045,3688098.827,3676466.549,4493637.596,4199320.009,3464621.796,3220100.319,3649443.64,4084175.087,4132521.324,4010177.67,3602061.571,3403406.964,3717650.206,2533897.6,3472624.867,2747690.188,2682763.2,2,3000,1000,1190.262564,1.190262564
11351,-135.3707952,59.1138263,2325798.837,2589006.168,2791837.195,1866177.122,2068121.288,1927294.071,2289057.042,2450979.4,2317117.35,3002604.366,1893282.983,2362306.436,2410480.306,3011230.485,2267607.265,2480955.159,2237375.585,1955010.447,1928491.875,2402206.733,2390635.387,2924676.24,2724516.163,2258518.976,2114436.873,2381070.011,2659575.234,2696243.904,2615288.903,2351400.316,2215211.275,2427670.577,1636174.405,2244390.201,1775741.967,1736267.6,1,2000,1000,1162.899419,1.162899419
11356,-151.9486987,60.44119981,1091956.6,1795791.77,1348659.586,613051.0692,884108.3175,895082.772,825117.778,815984.88,1095845.214,1119752.114,668839.8525,1230493.206,882200.5227,973471.8332,780152.1258,1217378.289,911404.9462,517417.0535,495346.6601,953007.476,778299.7617,1025522.433,1453420.824,829830.8543,1802388.171,1080302.275,1185824.235,939024.946,895346.1416,1282212.28,749901.4831,1000158.445,946632.3723,1787614.993,2076949.82,2361946.5,1,5000,400,218.39132,0.5459783
11357,-151.9116779,60.44957921,1539199.255,2268108.247,1696075.432,1030579.554,1261793.047,1302995.222,1242655.198,1198790.441,1505263.904,1575747.267,1186514.772,1592805.607,1345551.911,1415170.918,1300437.079,1549722.377,1368643.896,831130.9574,858746.6576,1480187.883,1218652.056,1495645.929,1857847.736,1177616.909,2175256.203,1467978.56,1535475.852,1404776.566,1214869.154,1658511.234,1341797.622,1433100.961,1577937.828,2499088.629,2841304.823,2961193.5,2,10000,300,153.9199255,0.513066418
11358,-151.2564312,60.42893708,1455572.435,2079674.877,1527279.489,1001087.306,1077763.958,1203686.534,1308242.06,925308.791,1460081.829,1535135.044,939910.1172,1584353.152,1117918.416,1511481.457,1031421.033,1440397.978,1318998.532,886297.4533,964970.3344,1348251.706,1272926.801,1700590.781,1784745.406,1179044.239,1986061.804,1552650.796,1585359.21,1437597.056,1150579.362,1574042.185,1118743.332,1480252.923,1419254.812,2394197.424,2692435.512,2354293.5,2,3000,1000,485.1908115,0.485190812
11372,-143.6033711,60.0627817,18256768.1,19687823.29,21430782.75,14242828.48,16134243.39,14506810.57,15841028.81,15181603.38,18927147.02,22945256.96,14330183.94,18629974.13,15487002.87,20423432.07,15716359.3,18928462.77,17112611.65,14687133.62,14648722.17,19271348.43,15419908.78,20949053.36,21227104.36,14989558.7,17550969.04,14012066.05,19163389.18,20933641.73,16446280.55,18742697.02,17094601.06,17476643.66,17524934.31,27227439.34,24642490.79,27453350,11,7000,1714,2608.109729,1.521397342
11373,-143.5677682,60.05998877,10149486.4,10863231.69,11782357.19,7894175.574,8770129.514,8012613.99,8818468.94,8444358.282,10451135.89,12745859.46,8102392.125,10424710.39,8588531.009,11302984.88,8796424.149,10545613.99,9649548.961,8244171.918,8102351.32,10660564.4,8788642.355,11707560.23,11767764.96,8434198.713,9574624.962,7850377.462,10609164.74,11758217.05,9346997.054,10442931.2,9773666.614,9714494.638,9426967.135,14942673.15,13387250,15506870,5,7000,857,1449.926628,1.691581066
11374,-141.2849811,59.85995158,4528697.773,4937567.21,5560671.143,3557313.456,3784508.522,3545785.704,4246752.127,4195452.373,4560981.324,5668857.888,3661954.937,4759587.243,4034035.133,5752188.971,3926656.549,4777443.846,4540888.046,3928071.463,3648653.275,5223062.938,3546557.715,4972352.202,5598721.538,3832827.628,4005586.145,3879699.336,4841472.679,5197354.985,4171026.92,4477205.597,4150263.154,4607683.746,4003853.354,5500412.396,4162272.02,7246700.5,1,6000,333,754.7829622,2.264348887
11376,-141.1970748,59.85141445,10679056.69,11771555.19,12981941.66,7973393.115,8615600.821,8244955.122,10077754.94,9650177.713,10804179.47,13473402.11,8736662.899,10850910.44,9315669.025,13830166.05,9400019.838,11349663.2,10601215.82,8945169.305,8339153.574,11787573.7,8585233.99,11900637.04,13499085.95,8881935.04,9070858.934,9235148.269,11342371.99,12286440.26,10263598.8,10415244.45,9597278.779,10920828.23,9468109.525,13631776.32,10071998.57,17847274,7,8000,1000,1334.882086,1.334882086
11377,-139.5222472,59.66755859,9862467.63,10079531.33,10365569.99,6666186.132,7342186.393,7350745.93,8954411.564,8652525.838,9221038.201,12347695.45,8140632.473,10522311.14,10250874.73,12658844.78,8179243.489,10309950.85,8953303.141,8127999.037,7529749.78,9370960.501,7176464.969,11503201.74,12133421.45,8598007.873,8491925.03,8679745.433,11730288.94,10974700.98,9382554.708,9612060.171,10061423.32,8747840.623,9520349.111,15114854.24,12525217.72,15910550,3,5000,800,1972.493526,2.465616908
11378,-139.261652,59.63828962,4767268.103,4727239.734,4793566.358,3256697.913,3532561.474,3587025.793,4331809.727,4285872.544,4440180.287,5943252.175,3953654.306,5094733.439,4916337.785,6000486.857,3888008.984,5031269.998,4298220.977,3886122.414,3736339.697,4579438.784,3548876.699,5542311.281,5718752.4,4192613.711,4107877.139,4176938.498,5771637.398,5235227.74,4367985.998,4612905.998,4930091.245,4271042.577,4621772.591,7499188.953,6286966.122,7687376,1,7000,286,681.0383004,2.383634051
11380,-135.4333157,59.13231202,15375840.38,16634435.03,17973889.04,13629528.21,15143712.24,12445106.72,12500291.45,14347927.94,13408964.76,18600671.15,13459993.54,17510492.83,16572142.6,18571508.24,14933529.54,16492796.33,14753358.11,12874815.24,13262920.39,16433092.62,14691459.35,17171793.1,16084428.45,16207660.04,14336448.62,16381967.26,17661336.09,17497881.05,16816703.87,14636416.37,16725763.32,15464145.8,12874497.76,14681044.75,13080709.63,14292982,7,8000,1000,1921.980048,1.921980048
11384,-152.3127755,60.45516983,2105218.123,3110552.552,2444171.787,1505006.285,1809115.335,1834671.003,1743406.67,1738647.075,2093308.732,2316544.529,1738247.776,2180463.832,1936327.452,1982624.997,1890234.8,2262199.817,1864407.311,1310581.638,1250374.258,2320276.616,1744453.411,2020917.428,2649074.2,1677842.632,3042497.624,2000116.054,2195789.517,2002833.89,1761559.559,2272460.962,1916919.414,2101978.957,1906400.755,2766946.691,2997407.933,3294272.8,1,3000,667,701.7393742,1.052609061
11385,-151.9299065,60.44985909,1318950.111,1995308.195,1464748.831,814281.4623,1118460.212,1095814.27,1054757.631,996006.7929,1316696.893,1373889.584,910258.848,1512057.622,1103695.912,1238044.386,989928.9245,1466028.01,1170776.151,671523.4266,676704.2342,1188106.036,1031729.734,1273130.941,1653416.334,1068995.885,1962774.835,1295166.301,1408414.237,1152908.68,1107426.334,1520416.902,1038471.662,1199890.22,1151954.484,2161849.832,2485974.074,2493646,1,7000,286,188.4214444,0.659475055
11386,-151.892871,60.45823334,1956995.302,2959773.571,2168103.963,1199631.311,1660210.915,1616558.586,1569616.026,1467998.256,1945145.058,2028160.905,1341915.888,2241227.423,1634569.708,1837424.119,1458246.495,2180099.681,1743813.609,989502.5425,1002501.254,1751695.543,1530071.604,1894733.546,2456335.776,1591906.916,2911353.483,1925703.215,2096904.2,1710233.86,1633986.869,2258774.554,1538037.213,1784547.6,1718916.188,3232203.047,3716915.632,3698017,4,11000,455,177.9086638,0.39139906
11387,-151.2556783,60.43787044,960455.1946,1374342.567,1004777.965,654485.6028,711946.7429,795476.8518,859467.552,611661.4683,960750.3492,1007620.28,618295.1865,1044985.742,736822.6322,995138.3466,676072.1404,949746.582,870695.6489,580166.1786,630225.4715,882882.9672,838289.6845,1112785.706,1177254.258,777067.5524,1311518.263,1019722.753,1046595.74,944537.5512,757870.9235,1038454.465,734579.8056,967483.4176,942443.4845,1604386.863,1805844.468,1571536.6,1,5000,400,192.0910389,0.480227597
11403,-144.0132329,60.09421897,3820022.32,3991459.779,4277511.154,2828803.875,3270993.867,2887281.62,3211321.581,3190893.158,3839486.109,4505140.433,2977397.72,3820939.109,3107930.576,3973352.275,3212005.279,3851056.439,3433097.51,2895263.823,2937232.636,3754073.781,3099317.028,4274025.707,4399680.204,3144317.742,3589469.416,2861088.357,3934710.965,4311940.589,3380538.303,3857719.296,3573979.823,3470686.137,3997107.082,6990904.028,6344926.808,6505129,1,4000,500,955.0055801,1.91001116
11404,-143.5471442,60.06741988,8327750.937,8926622.313,9672742.327,6552915.488,7283352.883,6589407.529,7253845.323,6967508.381,8598302.37,10445355.7,6644227.361,8580677.06,7154835.635,9295463.17,7174544.757,8685182.584,7860423.195,6790734.368,6735103.922,8848879.384,7083712.62,9570120.374,9656266.367,6912241.717,7931441.861,6445876.179,8714104.478,9592694.619,7568932.979,8597525.609,7929918.268,8006521.567,7777260.119,12130670.78,10850569.49,12643302,4,5000,1000,1665.550187,1.665550187
11405,-143.5115411,60.064612,12597926.99,13617876.25,14692460.02,10030027.93,11031560.48,10020943.17,10980320.4,10625536.14,13002275.76,15870821.3,10070061.57,12970253.65,10927518.36,14134512.6,10864656.31,13156906.29,11979252.54,10367574,10290143.61,13503529.93,10703647.3,14512980.28,14518490.27,10573006.09,12081568.29,9794756.357,13182858.17,14636718.47,11505492.4,13049208.7,12075325.57,12235112.77,11767363.2,18370369.67,16322108.88,17462208,5,3000,2000,4199.308997,2.099654499
11406,-143.4937418,60.0632045,4031144.012,4305309.91,4663309.627,3157128.655,3449886.212,3166109.328,3508943.882,3360340.573,4142007.892,5102875.167,3260199.454,4168541.823,3408365.391,4478696.092,3518180.305,4197657.684,3873203.12,3301217.346,3220834.951,4244825.075,3559781.321,4663789.602,4702761.335,3403651.518,3769122.163,3153837.948,4195540.007,4717896.75,3771233.187,4176692.713,3964283.833,3877131.667,3689307.511,5890635.632,5221002.745,5805740,1,3000,667,1343.714671,2.015572006
11407,-143.475944,60.06179465,4240643.221,4572105.668,4933830.591,3417487.028,3690600.278,3354283.762,3686039.887,3612457.536,4344729.988,5337741.894,3387021.371,4345024.129,3712231.075,4758562.136,3633320.62,4399377.863,4047034.023,3504981.338,3505420.238,4565027.245,3547714.606,4858718.598,4804767.591,3570853.469,4066412.962,3289454.591,4421012.595,4941640.899,3864124.809,4370181.796,4066111.18,4138368.233,3936169.188,6137505.997,5377794.044,6224405.5,1,5000,400,848.1286442,2.12032161
11408,-143.4225599,60.05755087,4234845.365,4575072.736,4942417.388,3420994.614,3691130.994,3365954.974,3686396.271,3612888.697,4348518.574,5333038.366,3388416.371,4349004.011,3724682.638,4768394.774,3636510.527,4421739.514,4055302.698,3508020.654,3504603.398,4577760.838,3554676.147,4874736.623,4805981.159,3570126.651,4068973.019,3284697.709,4420565.35,4943151.469,3859182.299,4367820.272,4067146.48,4135320.277,3908714.812,6058285.362,5299800.111,6089562,1,7000,286,604.9779093,2.117422683
11409,-141.3695453,59.87721147,4428282.276,4848260.909,5464139.626,3501764.698,3758723.801,3479527.679,4154923.23,4135327.103,4519508.442,5572545.243,3582648.277,4661328.335,3942057.694,5638996.491,3875584.329,4730626.263,4453363.105,3831607.477,3566520.08,5157615.208,3500928.389,4867008.057,5509944.968,3743973.418,3931550.252,3795464.29,4772027.103,5081782.273,4082798.085,4389876.153,4056487.653,4557542.314,3870690.806,5311450.526,3981878.874,6661408.5,1,3000,667,1476.094092,2.214141138
11410,-141.3519469,59.87551988,4435723.747,4854634.572,5467460.565,3507569.866,3762082.23,3487103.845,4165272.632,4134482.488,4515497.649,5578961.673,3589714.187,4669788.789,3949956.665,5649507.616,3881133.441,4735686.461,4460304.854,3839714.201,3574812.634,5164042.367,3500926.254,4876896.138,5516903.493,3750991.587,3931712.912,3800854.808,4781010.167,5075456.09,4090539.083,4398685.984,4065976.787,4539306.698,3885297.493,5335486.469,4008707.955,6703852.5,1,6000,333,739.2872912,2.217861874
11411,-141.3025678,59.86165203,4502606.117,4921256.236,5540555.897,3545509.991,3770096.032,3532747.361,4228515.589,4177777.978,4545107.131,5649947.592,3639985.913,4741072.912,4017526.288,5726252.354,3913330.969,4762441.056,4528806.123,3910605.902,3633081.53,5202289.707,3536100.516,4958109.317,5576470.939,3805365.24,3988219.285,3864479.248,4822168.686,5174579.611,4154160.874,4448683.781,4132479.292,4590207.033,3980862.751,5469463.281,4136344.177,6966613.5,1,7000,286,643.2294453,2.251303058
11413,-140.1595893,59.75505032,10962459.08,11890033.32,12504489.37,7618940.735,8004374.253,8177860.54,10138842.57,9474880.803,10513464.21,13604586.47,9075596.551,11148308.94,10598817.69,14570485.88,9331168.455,11347208.29,10127261.64,9206986.404,8226271.598,10923724.53,8304698.807,12577539.58,13988469.43,9025500.034,9278274.431,9797355.423,12148947.89,12799609.35,11150613.03,10423759.92,10415298.52,10450814.47,10504207.49,16524070.74,12796542.27,17017064,6,6000,1167,1827.076513,1.566065582
11414,-139.50486,59.66562332,28697368.67,29106766.8,30006557.66,19075786.61,21137777.53,21214399.19,26293541,24817102.91,26762817.99,36172098.59,23948995.67,30163083.14,29973418.19,36949479.51,23960655.93,29855207.07,25927524.21,23217052.58,21745236.88,26564631.81,21404164.84,33771761.17,35738846.97,25121828.05,23937265.46,25389240.82,34248497.01,31859545.6,27981892.5,27789728.64,29455801.82,25308212.19,27681761.47,45074257.12,37009646.63,45743320,12,7000,1857,4099.624096,2.207489898
11415,-139.2790108,59.64025687,14645446.27,14600469.29,14905525.22,9750544.803,10822466.05,10856238.19,13383952.33,12886220.86,13825540.35,18474239.19,12293229.6,15409747.27,15137436.72,18674787.04,12054540.88,15439340.87,13185086.3,11776877.87,11193604.44,13718722.54,10917452.41,17291966.17,18090589.64,12863547.68,12251507.97,12853311,17716646.78,16024649.54,13814901.19,14091708.61,15028370.25,12972418.51,14291441.55,23409707.76,19242698.44,23341132,6,7000,1000,2092.206609,2.092206609
11417,-135.4453306,59.14337722,7654217.647,8287432.99,9205027.094,6263088.084,6994270.733,6400701.416,7275897.124,7857952.903,7448323.119,10094951,6289735.155,7529577.44,7989729.793,9863136.786,7458600.654,8079425.252,7379617.605,6497414.524,6255176.023,7696168.608,8045967.065,9696110.704,9074432.608,7615092.472,6846915.214,7684785.42,8460172.811,9077368.645,8557359.023,7523535.295,7389713.018,7888034.146,5538228.583,7716315.742,5793977.596,6123383,5,5000,1200,1530.843529,1.275702941
11421,-151.929338,60.45879571,1316736.076,1995287.287,1457098.925,805303.9363,1117794.612,1092877.62,1052243.172,992863.8743,1308686.757,1367774.261,908185.0841,1508688.001,1103013.267,1235013.459,987454.133,1469659.769,1171808.371,667537.6958,672736.7249,1183501.502,1028096.673,1269578.08,1650659.09,1066216.885,1960498.697,1291773.12,1405608.094,1149707.472,1105660.363,1519543.27,1036509.953,1195699.399,1152096.345,2166512.368,2495182.389,2494892,1,3000,667,438.9120253,0.658368038
11431,-147.0607111,60.30519186,6325985.552,7675351.912,7473923.691,4396718.684,5340676.373,4693216.673,5331804.849,5374610.077,6353929.721,6801608.791,5274291.592,6281806.184,5698235.477,6397230.884,5397655.64,6057967.707,5708278.504,5205232.517,4825904.348,6608190.977,4342935.02,6743555.436,7160014.168,5443940.546,7879905.071,5510557.788,6370212.896,6347605.528,5522583.431,6252583.405,6101339.598,6470381.161,6584843.643,9789722.172,9529323.84,10463356,3,3000,1333,2108.66185,1.581496388
11437,-144.3292922,60.13563971,3922461.984,4102450.071,4349801.383,2950247.835,3416089.456,2903327.595,3341644.252,3354785.755,3859140.256,4429552.39,3020407.297,3963352.534,3263137.134,3991269.255,3235629.701,3891386.205,3389809.143,2947519.288,3122228.012,3805267.924,2897120.12,4326142.474,4398489.369,3223926.199,3861186.401,2873185.588,4061215.888,4361317.852,3333221.509,3975597.513,3600826.355,3570486.082,4340214.91,7495258.233,6747377.953,6883557.5,2,12000,250,326.871832,1.307487328
11438,-144.0078246,60.11190012,3835727.679,4066939.415,4315414.395,2860921.512,3291678.375,2913681.817,3252147.568,3216672.33,3858407.955,4526572.817,3012125.89,3857778.401,3146434.673,4004237.685,3249647.054,3887909.307,3473625.924,2914542.11,2962952.782,3781401.191,3137568.326,4320649.836,4424111.144,3170516.766,3620145.381,2884310.181,3969694.691,4320753.199,3401552.654,3881678.847,3611075.145,3484969.036,3944187.992,6944733.759,6264575.102,6276855.5,2,6000,500,639.2879465,1.278575893
11439,-143.4730992,60.07062419,12809665.71,13926668.95,14978667.62,10361170.7,11278507.27,10255361.77,11185220.96,10929974.6,13235382.24,16211162.02,10265766.41,13174798.57,11316805.17,14470181.47,11042057.85,13397947.37,12260259.96,10657427.05,10622147.38,13912020,10760066.22,14777956.6,14574028.47,10839924.98,12419431,9994442.716,13441094.79,14937819.01,11632270.51,13280284.21,12268775.27,12571413.29,11911593.19,18455386.89,16218572.16,16773713,6,5000,1400,2561.933141,1.829952244
11440,-143.4374989,60.06779662,4335594.155,4686167.537,5044257.442,3515886.991,3810239.434,3458326.78,3759438.282,3703460.689,4448272.86,5460742.673,3473795.838,4451908.296,3836099.473,4898478.755,3734435.184,4524619.418,4135730.169,3601303.671,3593272.089,4701395.665,3634514.809,4987716.66,4905733.821,3688767.378,4177684.857,3389017.487,4535407.58,5044804.558,3918262.75,4478300.492,4162065.624,4249143.961,4009876.388,6194116.946,5421052.853,6111498,1,5000,400,867.1188309,2.167797077
11441,-141.3871455,59.87890074,6427286.845,7111176.312,7897377.945,5019605.877,5390238.357,5070317.988,6063903.763,5878765.911,6626257.892,8199991.226,5241458.436,6674062.627,5697530.621,8266893.636,5683601.89,6947073.363,6504973.876,5480351.904,5105653.733,7437506.56,5195441.061,7118135.968,8079647.466,5425869.259,5625749.837,5576633.838,6852314.239,7382171.403,6098596.526,6314692.64,5807063.647,6624050.255,5558770.511,7783047.338,5657216.659,9558897,2,6000,500,1071.214474,2.142428948
11443,-140.1209485,59.76009325,6235440.057,6814328.453,7087520.138,4283298.888,4538473.861,4631868.697,5801565.739,5387159.729,6013777.702,7799086.678,5164957.722,6268747.987,5986463.374,8372145.821,5326370.067,6449387.677,5760884.8,5193433.949,4729212.675,6263613.728,4757222.393,7215327.795,8019083.086,5091607.379,5225793.631,5592091.134,6958232.864,7247991.636,6373687.14,5887513.01,5778499.776,5987844.243,5850755.315,9279193.167,7085129.731,10018132,3,6000,667,1039.240009,1.558860014
11444,-140.1034787,59.75823682,4962196.39,5229521.023,5650391.692,3494390.21,3766287.925,3739118.657,4573480.81,4581387.786,4731743.405,6057797.221,4036888.729,5323547.322,4788532.028,6411349.918,4051857.521,5105678.411,4700921.716,4324560.002,3904505.266,5195221.857,3590654.318,5586151.469,6039761.048,4209258.979,4373309.506,4359319.882,5596799.375,5730125.024,4641462.134,4881719.465,4820628.201,4740463.461,4873522.723,7142330.721,5899429.842,7524756,1,3000,667,1654.065463,2.481098195
11445,-140.086011,59.7563781,15131439.84,16349662.5,17205099.73,10462914.36,11183351.38,11283404.98,14143838.82,13403094.88,14550574.23,18846469.15,12482327.37,15467424.86,14488029.95,20140864.85,12731733.55,15721788.06,14168939.93,12728111.81,11643540.32,15368957.05,11380029.52,17319811.67,19197368.81,12517037.71,12847295.85,13503407.14,16951774.74,17498610.4,15018815.13,14407908.39,14173766.16,14573046.57,14354595.43,22222499.19,17386735.83,23877564,6,5000,1400,3026.287968,2.161634263
11446,-139.4836132,59.67241574,14080786.13,14300914.62,14738263.02,9324399.248,10371442.89,10410990.34,12973948.38,12224735.72,13172548.67,17796087.06,11768674.16,14728412.04,14642028.69,18152168.62,11756324.08,14696559.79,12706551.4,11373867.35,10705869.48,13134554.95,10526849.66,16577317.77,17570605.22,12328253.08,11701468.51,12480138.97,16796300.09,15598444.16,13681711.29,13594252.36,14340957.64,12492898,13549221.88,22044757.83,17977855.7,22588142,6,7000,1000,2011.540876,2.011540876
11451,-152.312312,60.4641079,24595055.84,37076016.62,28854973.66,16980753.35,21842400.78,21144674.47,20175089.37,19967454.88,25543311,27052798.38,19378867.71,26724919.61,21917316.58,22841531.82,22394951.52,27671553.74,21938176.09,14137108.79,13673706.79,27784974.87,20178705.44,22778957.74,30999696.02,20045637.46,36520662.99,23837650.89,26216995.29,22330949.65,21692043.48,28041992.06,21770987.78,23625064.56,20701704.29,32729291.59,34886205,37369830,20,6000,3500,4099.175973,1.171193135
11452,-151.9287691,60.46773231,1315126.31,1995574.408,1454927.16,802720.082,1116715.781,1091086.476,1049109.761,989269.268,1306402.267,1362602.502,906447.598,1507924.236,1102531.889,1232382.205,985602.645,1468417.819,1168927.362,662835.1513,671007.5378,1179619.992,1025996.776,1266191.59,1646151.348,1064526.239,1959827.041,1288158.069,1403310.007,1146887.885,1104210.704,1519848.457,1034409.06,1192734.255,1152146.488,2171544.009,2503446.79,2495928,1,3000,667,438.3754367,0.657563155
11453,-151.8740542,60.46688485,1525730.598,2249724.502,1678587.408,1018911.039,1249590.527,1292140.919,1231173.642,1186241.87,1494631.087,1558196.406,1182085.516,1573450.177,1332978.312,1399810.199,1288098.156,1533927.946,1357786.82,823649.684,850319.5318,1464091.685,1206718.274,1485209.27,1838439.022,1165209.73,2157258.978,1453662.595,1520091.424,1391736.17,1194896.148,1644202.99,1331212.081,1419343.322,1570810.485,2496566.794,2825863.735,2933954.5,1,10000,200,152.5730598,0.762865299
